title,artist,date,School Name,Borough,Medium
SHAPE BY SHAPE: BUILDING ART TOGETHER,Jo Ann Acey,1991,P.S. 151 - MANHATTAN,MANHATTAN,"WOOD, PAINTED"
THE QUARRY,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
THE FLOWER STALL,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
END OF THE ROAD,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
EMPIRE STATE BUILDING,Jo Ann Leiser,,R. F. KENNEDY COMM. MIDDLE/HS-Q,QUEENS,PASTEL
SHORELINE,Jo Ann Leiser,,P.S. 253 - BROOKLYN,BROOKLYN,PASTEL
LADY HAMILTON,Jo Ann Leiser,,P.S. 214 - BRONX,BRONX,WATERCOLOR
PLUM AND PEAR STILL LIFE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PAPER
PLUM AND PEAR STILL LIFE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
NY WAREHOUSE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PAPER
NY WAREHOUSE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
PLANTS WITH PEPPERS STILL LIFE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PAPER
PLANTS WITH PEPPERS STILL LIFE,Jo Ann Leiser,,OSSS / DSF - QUEENS,QUEENS,PASTEL
FREEDOM FOR RELIGION,Joan Altabe,,OSSS / DSF - QUEENS,QUEENS,OIL ON PAPER
JEFFERSON: ARCHITECT OF AMERICAN FREEDOM,Joan Altabe,,OSSS / DSF - QUEENS,QUEENS,TO BE DETERMINED
"""LANDSCAPE WITH HOUSE""",Joan Anderson,,CAMPUS MAGNET HS (JACKSON) - Q,QUEENS,WATERCOLOR
HONG KONG SKYLINE,Joan Cohen,1987,I.S. 126 - QUEENS,QUEENS,PHOTOGRAPH
MAGIC KINGDOM,Joanne Bleach,1983,P.S. 48 - BROOKLYN,BROOKLYN,PAPER
SPIRIT OF MODERN CIVILIZATION,Job Goodman,,GROVER CLEVELAND HS - Q,QUEENS,OIL ON CANVAS
"LEONARD J. HARRISON, PRINCIPAL",Joe Lowe,1976,MIDWOOD HS - K,BROOKLYN,PASTEL
ABSTRACTION,Joe Stefanelli,1977,I.S. 324 - BROOKLYN,BROOKLYN,METAL PAINTED
UNTITLED,Joe Stefanelli,1977,I.S. 324 - BROOKLYN,BROOKLYN,STEEL
UNTITLED,Joe Stefanelli,1977,I.S. 324 - BROOKLYN,BROOKLYN,ENAMEL PAINT
"""UNTITLED""",Joe Stefanelli,1975,P.S. 308 - BROOKLYN,BROOKLYN,MOSAIC
"""ABSTRACT""",Joe Stefanelli,1985,I.S. 75 - STATEN ISLAND,STATEN ISLAND,CERAMIC
"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",John Ahearn,2011,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,ACRYLIC
"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",John Ahearn,2011,P.S. 59 (MEETH) - MANHATTAN,MANHATTAN,HYDROCAL
"WALTER B. GUNNISON, PH.D.",John Alexander,,ERASMUS HALL CAMPUS - K,BROOKLYN,OIL ON CANVAS
"""EGYPT""",John Alexander,1896,TELECOM. ARTS & TECH. - K,BROOKLYN,"LITHOGRAPH, COLOR"
"""WRITING""",John Alexander,1896,TELECOM. ARTS & TECH. - K,BROOKLYN,"PHOTOGRAPH, TINTED"
"OVIBUS MOSCHATUS, GMEL,MUSK OX",John Audubon,1848,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN,"LITHOGRAPH, COLOR"
GRIZZLY BEAR,John Audubon,1848,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN,"LITHOGRAPH, COLOR"
"MUSTELA MARTES, LINN.'PINE MARTEN./MALEAN FEMALE WINTER PELAGE.",John Audubon,1848,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN,"LITHOGRAPH, COLOR"
"SCIURUS NIGRESCENS, BENNETT/ DUSKY SQUIRREL./MALE/ NATURAL SIZE",John Audubon,1848,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN,"LITHOGRAPH, COLOR"
"""HORSE RACING""",John Beauchamp,,DEWITT CLINTON HS - X,BRONX,OIL ON CANVAS
UNTITLED,John Beerman,1985,BENJAMIN BANNEKER ACADEMY - K,BROOKLYN,MONO TYPE
"""THE PLEASURES OF LIVING""",John Connah,1934,CURTIS HS - S. I.,STATEN ISLAND,OIL ON CANVAS
OUR GOOD EARTH,John Curry,1942,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
TRACES,John Fekner,1999,WALTON HS - X,BRONX,ALUMINUM
TRACES,John Fekner,1999,WALTON HS - X,BRONX,MAGNESIUM PLATE
MELODY IN 1'S AND 0'S,John Fekner,1999,WALTON HS - X,BRONX,GLASS
MELODY IN 1'S AND 0'S,John Fekner,1999,WALTON HS - X,BRONX,DIGITAL PRINT
"""UNTITLED""",John Havannes,1955,P.S. 26 - BROOKLYN,BROOKLYN,"BRONZE, CAST"
CORSICAN HILLSIDE,John Heines,1937,FLUSHING HS - Q,QUEENS,WOODCUT
"""KATE E. TURNER, PRINCIPAL""",John Johansen,1935,ERASMUS HALL CAMPUS - K,BROOKLYN,OIL ON CANVAS
UNTITLED,John Lefkow,1976,I.S. 391 - BROOKLYN,BROOKLYN,"BRONZE, SHEET"
"""MOVEMENT THROUGH SPACE""",John Lefkow,1966,SUSAN E. WAGNER HS - S. I.,STATEN ISLAND,"COPPER, SHEET"
UNTITLED,John Lefkow,1972,I.S. 166 - BRONX,BRONX,"MOSAIC, GLASS"
UNTITLED,John Lefkow,1972,I.S. 166 - BRONX,BRONX,"MOSAIC, MARBLE"
"UNTITLED, ""BRIDGE""",John Lefkow,1966,SUSAN E. WAGNER HS - S. I.,STATEN ISLAND,"WOOD, INLAID"
GROWTH,John Lefkow,1976,I.S. 391 - BROOKLYN,BROOKLYN,BRONZE
FRANCE AND AMERICA,John Manship,,OSSS / DSF - QUEENS,QUEENS,PRINT
FREEDOM TO GO WHERE ONE PLEASES,John Manship,1975,COMMISSIONER OF INVESTIGATION-M,MANHATTAN,OIL ON CANVAS
FREEDOM TO GO WHERE ONE PLEASES,John Manship,1975,COMMISSIONER OF INVESTIGATION-M,MANHATTAN,TO BE DETERMINED
CITY OF MANHATTAN,John Matt,1965,I.S. 70 - MANHATTAN,MANHATTAN,BRONZE
COAST LINE,John Maxon,1985,I.S. 323 (OLD IS 180) - QUEENS,QUEENS,MONO TYPE
UNTITLED,John Nickelsen,1959,P.S. 289 - BROOKLYN,BROOKLYN,STAINED GLASS
ABSTRACTION,John Nickelsen,1959,P.S. 123 - MANHATTAN,MANHATTAN,STAINED GLASS
PHANTOM CITY,John Nickelsen,1963,P.S. 257 - BROOKLYN,BROOKLYN,ALUMINUM
PHANTOM CITY,John Nickelsen,1963,P.S. 257 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
BUST OF VITO MARCANTONIO,John Rhoden,1975,P.S. 50 (UDC & ECF) - MANHATTAN,MANHATTAN,"BRONZE, CAST"
UNTITLED,John Rhoden,,P.S. 223 - QUEENS,QUEENS,GLASS
UNTITLED,John Rhoden,,P.S. 223 - QUEENS,QUEENS,BRONZE
GEORGETOWN MOONLIGHT ON THE POTOMAC RIVER,John Stobert,1988,P.S. 135 - QUEENS,QUEENS,LITHOGRAPH
"""POTTERY""",John Terken,1978,P.S. 721 (OTC) - BRONX,BRONX,METAL PAINTED
KNOWLEDGE,John Terken,1966,J.H.S. 72 - QUEENS,QUEENS,BRONZE
THOMAS ALVA  EDISON,John Terken,1957,THOMAS A. EDISON VOC HS - Q,QUEENS,"BRONZE, CAST"
"""OPEN WIDE THE MIND'S CAGE DOOR; (SEE NOTES)",John Terken,1958,P.S. 11 - BROOKLYN,BROOKLYN,"ALUMINUM, CAST"
UNTITLED,Jordan Stekel,,BEACH CHANNEL HS - Q,QUEENS,"PLASTER, PAINTED"
UNTITLED,Jordan Stekel,,BEACH CHANNEL HS - Q,QUEENS,PLYWOOD
UNTITLED,Jordan Stekel,,BEACH CHANNEL HS - Q,QUEENS,METAL
"""ABSTRACT""",Jordi Bonet,1971,I.S. 61 - STATEN ISLAND,STATEN ISLAND,CERAMIC
"""ABSTRACT""",Jordi Bonet,1971,I.S. 61 - STATEN ISLAND,STATEN ISLAND,BRONZE
"""ABSTRACTION""",Jordi Bonet,1971,I.S. 151 - BRONX,BRONX,"ALUMINUM, CAST"
"""ABSTRACTION""",Jorge Castano,1972,P.S. 156 - BRONX,BRONX,"MOSAIC, GLASS"
UNTITLED,Jorge Cordero,,P.S. 188 - BROOKLYN,BROOKLYN,ACRYLIC ON WALL
THE TREE OF KNOWLEDGE,Jorge Rodriguez,1995,P.S. 128 - MANHATTAN,MANHATTAN,"STEEL, PAINTED"
UNTITLED,Josa Molina,,TELECOM. ARTS & TECH. - K,BROOKLYN,OIL ON WOOD
UNTITLED,Jose Buscaglia,1973,P.S. 811 (OLD I84) - BRONX,BRONX,"BRONZE, CAST"
1. ONCE UPON A TIME  2. AND THEY LIVED,Jose Guzman,1997,P.S. 24 - BROOKLYN,BROOKLYN,OIL ON CANVAS
BUST OF W. J. GAYNOR,Jose Palacios,1913,I.S. 49 - BROOKLYN,BROOKLYN,BRONZE
MR. RICHARD YOUNG,Joseph Boston,1909,ERASMUS HALL CAMPUS - K,BROOKLYN,OIL ON CANVAS
UNTITLED,Joseph De Martini,,OSSS / DSF - QUEENS,QUEENS,OIL ON WOOD
"""BIKE RACE""",Joseph De Martini,,MIDWOOD HS - K,BROOKLYN,
POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,Joseph Delaney,,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
CHILDREN IN MUSIC (RT) MUSIC AND DANCE (LT),Joseph Fleri,1937,P.S. 150 - QUEENS,QUEENS,"PLASTER, PAINTED"
""" REV. BISHOP MOORE & CLEMENT C. MOORE""",Joseph Fleri,,NEWTOWN HS - QUEENS,QUEENS,BRONZE
NURSERY RHYMES,Joseph Gersei,1920,P.S. 36 - BRONX,BRONX,OIL ON CANVAS
MAN WITH LOGS,Joseph Hirsch,,NEWTOWN HS - QUEENS,QUEENS,LITHOGRAPH
A CHILD'S PATH FROM HOME TO SCHOOL,Joseph Katz,,I.S. 49 - BROOKLYN,BROOKLYN,"MOSAIC, CERAMIC"
BULLFROG,Joseph Kiselewski,1951,P.S. 18 - BRONX,BRONX,GRANITE
CHESS PLAYERS,Joseph Leboit,1937,MIDWOOD HS - K,BROOKLYN,ETCHING
LAUNDRY,Joseph Leboit,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
"""THE GRACES"", ""THE SPIRITS""",Joseph Lichtenauer,1932,WASHINGTON IRVING HS - MANHATTAN,MANHATTAN,OIL ON CANVAS
"""FRANCIS H. J. PAUL""",Joseph Margulies,1935,DEWITT CLINTON HS - X,BRONX,OIL ON CANVAS
"SPAN OF DEPOA BAY, OM",Joseph Margulies,1937,ABRAHAM LINCOLN HS - K,BROOKLYN,ETCHING
IN FOG,Joseph Margulies,1937,ABRAHAM LINCOLN HS - K,BROOKLYN,"ETCHING, COLOR"
ABSORBED IN STUDY,Joseph Margulies,,NEWTOWN HS - QUEENS,QUEENS,ETCHING
FRENCH CELLIST,Joseph Margulies,1937,ABRAHAM LINCOLN HS - K,BROOKLYN,ETCHING
"""DR. JACOB M. RUSS""",Joseph Margulies,,MIDWOOD HS - K,BROOKLYN,OIL ON CANVAS
"""ROOSEVELT""",Joseph Margulies,1945,MIDWOOD HS - K,BROOKLYN,OIL ON CANVAS
THE LESSON,Joseph Margulies,1937,ABRAHAM LINCOLN HS - K,BROOKLYN,"ETCHING, COLOR"
"""WILLIAM H. SEWARD""",Joseph Nicolosi,1931,SEWARD PARK HS - MANHATTAN,MANHATTAN,BRONZE
IMMIGRATION 1880-1920,Joseph Russo,,OSSS / DSF - QUEENS,QUEENS,PAPER
IMMIGRATION 1880-1920,Joseph Russo,,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
IMMIGRATION 1880 TO 1920- (PRINT-SAME IMAGE AS 20167),Joseph Russo,,OSSS / DSF - QUEENS,QUEENS,PRINT
THE BATTLE OF GETTYSBURG,Joseph Sulkowski,1980,OSSS / DSF - QUEENS,QUEENS,GOUACHE
THE BATTLE OF GETTYSBURG,Joseph Sulkowski,1980,OSSS / DSF - QUEENS,QUEENS,PAPER
THE BATTLE OF GETTYSBURG- (PRINT- SAME IMAGE AS 20152),Joseph Sulkowski,1980,OSSS / DSF - QUEENS,QUEENS,PRINT
ANOTHER DAY,Joseph Vogel,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
"""MUSIC AND DANCE"", ""SONG, DRAMA, LITERATURE""",Joseph Walter,,PROSPECT HEIGHTS HS - K,BROOKLYN,PLASTER CAST
"""DR. A.L. COLESMAN""",Jossey Bilan,1926,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
THE HUDSON SIDE,Jovan De Rocco,1936,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
UNTITLED,Joyce Kozloff,1991,I.S. 218 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
"""UNTITLED""",Juan De'Prey,1937,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
TRANSCENDENCE IS OUR REIGN,Juan Sanchez,2009,JAMES MONROE CAMPUS - X,BRONX,
ATHLETICS,Judith Brown,,TOTTENVILLE HS - S. I.,STATEN ISLAND,BRASS
ATHLETICS,Judith Brown,,TOTTENVILLE HS - S. I.,STATEN ISLAND,STEEL
ATHLETICS,Judith Brown,,TOTTENVILLE HS - S. I.,STATEN ISLAND,"COPPER, HAMMERED"
SQUASH,Judy Pfaff,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,WOODCUT
HOUSE ON THE CLIFF,Judy Primoff,1982,P.S. 83 - BRONX,BRONX,WATERCOLOR
BATTLE OF OLD BROADWAY,Jules Halfant,1936,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
ROPES AND LOBSTER POTS,Julia Rogers,1940,FORT HAMILTON HS - K,BROOKLYN,"WOODCUT, COLOR"
SHIPS GRAVEYARD,Julia Rogers,1940,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
KEYSTONE TO THE UNION,Juliet Teng,1976,OSSS / DSF - QUEENS,QUEENS,GOUACHE
KEYSTONE TO THE UNION,Juliet Teng,1976,OSSS / DSF - QUEENS,QUEENS,PAPER
KEYSTONE TO THE UNION,Juliet Teng,,OSSS / DSF - QUEENS,QUEENS,PRINT
HUDSON RIVER FERRY,Julius Tanzer,1940,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
WARD'S ISLAND,Julius Tanzer,1940,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
"""UNTITLED""",Justen Ladda,,P.S. 7 - BRONX,BRONX,"MOSAIC, GLASS"
"""UNTITLED""",Justen Ladda,,P.S. 7 - BRONX,BRONX,"MOSAIC, STONE"
WATER,Justen Ladda,1995,P.S. 72 - BRONX,BRONX,"MOSAIC, CERAMIC"
"""ASTRONAUT"" AND ""CASTLE""",Justen Ladda,1991,P.S. 7 - BRONX,BRONX,BRONZE
"""ASTRONAUT"" AND ""CASTLE""",Justen Ladda,1991,P.S. 7 - BRONX,BRONX,METAL PAINTED
A WORLD OF SHAPES;  THE LOVE BOAT,Kabuya Bowens,1995,P.S. 226 MINISCHOOL - BRONX,BRONX,CERAMIC
ANIMALS,Karen Fitzgerald,2005,P.S. 239 - QUEENS,QUEENS,ACRYLIC ON PANEL
THOMAS JEFFERSON,Karl Bitter,,THOMAS JEFFERSON HS - K,BROOKLYN,"PLASTER, PAINTED"
"YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE",Kate Lawless,1994,P.S. 50 - QUEENS,QUEENS,CERAMIC TILE
WOMAN'S HEAD,Kathe Kollwitz,,NEWTOWN HS - QUEENS,QUEENS,ETCHING
UNTITLED,Katherine Porter,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,WOODCUT
THE IMMIGRANTS,Kathleen Bruskin,1976,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
THE SEASONS OF LIFE,Kathleen Moroney,2002,P.S. 6 - STATEN ISLAND,STATEN ISLAND,CERAMIC TILE
NATURAL IMPUMENTS,Kathleen Spicer,2002,P.S. 28 (ECC) - QUEENS,QUEENS,"ALUMINUM, CAST"
NATURAL IMPUMENTS,Kathleen Spicer,2002,P.S. 28 (ECC) - QUEENS,QUEENS,WOOD
THE OPENING,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,BRASS
THE OPENING,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,WOOD
THE OPENING,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,STEEL
THE OPENING,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,FIBERGLASS
WOODSIDE STORY,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,FIBERGLASS
WOODSIDE STORY,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,BRASS
WOODSIDE STORY,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,STEEL
WOODSIDE STORY,Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,WOOD
"STUDY FOR WOODSIDE STORY: ""AUDITORIUM""",Kazuma Oshita,1999,I.S. 125 - QUEENS,QUEENS,PAPER
"""UNTITLED""",Keith Haring,1976,BARD COLLEGE HS (OLD M097) - M,MANHATTAN,TO BE DETERMINED
UNTITLED,Keith Haring,1983,FORSYTH HS (AUXSVC-OLD 91) - M,MANHATTAN,
"""ANIMAL LIFE""",Keith Monroe,1967,P.S. 32 - STATEN ISLAND,STATEN ISLAND,"STEEL, WEATHERING"
"""LATE AFTERNOON"" AND ""WATERLILLIES""",Ken Otsuka,,I.S. 73 - QUEENS,QUEENS,OIL ON CANVAS
MY PRECIOUS PLANET,Kevin Sloan,1987,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,ENAMEL PAINT
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,FOUND OBJECTS
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,CERAMIC
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,GLASS
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,PLASTIC
PIXIE MIX,Kirsten Hassenfeld,2010,P.S. 94 ANNEX - BRONX,BRONX,WOOD
TELEPHONE,Klaus Kammerichs,1972,OSSS / DSF - QUEENS,QUEENS,POLYSTYROL
JOHN WAYNE,Knox Martin,1982,P.S. 380 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"TWO BEAUTIES, 1 AND 2",Kong Baiji,1987,P.S. 81 - BROOKLYN,BROOKLYN,WATERCOLOR
AQUEHONGA,Kristine Pfister,2000,P.S. 56 - STATEN ISLAND,STATEN ISLAND,"MOSAIC, MARBLE"
ICONS OF CHILDHOOD,Kristine Pfister,2000,P.S. 50 - STATEN ISLAND,STATEN ISLAND,MOSAIC
WINDOWS,Krzysztof Wodiczko,1997,P.S. 24 - BROOKLYN,BROOKLYN,GLASS
WINDOWS,Krzysztof Wodiczko,1997,P.S. 24 - BROOKLYN,BROOKLYN,PLEXIGLASS
WINDOWS,Krzysztof Wodiczko,1997,P.S. 24 - BROOKLYN,BROOKLYN,PHOTO MURAL
WINDOWS,Krzysztof Wodiczko,1997,P.S. 24 - BROOKLYN,BROOKLYN,ALUMINUM
"BACKSTAGE ""PORGY AND BESS""",Kyra Markham,1936,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
HERE IS NEW YORK,Lane Twitchell,2000,P.S. 161 - QUEENS,QUEENS,PLEXIGLASS
HERE IS NEW YORK,Lane Twitchell,2000,P.S. 161 - QUEENS,QUEENS,PAPER
HERE IS NEW YORK,Lane Twitchell,2000,P.S. 161 - QUEENS,QUEENS,ACRYLIC ON PAPER
HERE IS NEW YORK,Lane Twitchell,2000,P.S. 161 - QUEENS,QUEENS,GLASS
THE GATE,Larry D'Amico,1985,P.S. 143 - QUEENS,QUEENS,PASTEL
THE GATE,Larry D'Amico,1985,P.S. 143 - QUEENS,QUEENS,PAPER
THE PURSUIT OF LEARNING 1 & 2,Larry Griffis Jr.,1964,P.S. 30 - QUEENS,QUEENS,"STEEL, WEATHERING"
BEACH FLOWERS,Laura Margolies,,P.S. 122 - QUEENS,QUEENS,GRAPHITE
NY NO. 131,Laurent Veuve,1986,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
NY NO. 7,Laurent Veuve,1986,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
"ONE WAY AND ANOTHER, CUSPED",Lawrence Weiner,2012,MIDTOWN EAST CAMPUS - MANHATTAN,MANHATTAN,"STEEL, STAINLESS"
UNTITLED,Lee Bontecou,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,LITHOGRAPH
LIBERTY - OUR STORY,Lee Brozgold,1998,LIBERTY HS - MANHATTAN,MANHATTAN,CERAMIC
BEACON,Lee Brozgold,2003,P.S. 66 - BROOKLYN,BROOKLYN,STAINED GLASS
UNTITLED,Lee Rosen,1959,SHEEPSHEAD BAY HS - K,BROOKLYN,CERAMIC
"WONDERS OF WAR, EARTHQUAKE SURVIVORS,. . .",Leigh Wiener,1956,LOUIS D. BRANDEIS HS - MANHATTAN,MANHATTAN,"PHOTOGRAPH, TINTED"
COOPERATIVE CONSTRUCTION,Lena Gurr,,P.S. 289 - BROOKLYN,BROOKLYN,OIL ON MASONITE
SEE NOTES,Leo Rubinfein,,OSSS / DSF - QUEENS,QUEENS,PHOTOGRAPH
THE BRANK,Leon Golub,1984,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,LITHOGRAPH
4-Jul,Leonard Pytlak,,FORT HAMILTON HS - K,BROOKLYN,SILKSCREEN
GOLD SERIES 3,Lester Johnson,1984,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,SILKSCREEN
ST. JOHN STREET,Lev Landau,1940,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON CANVAS
"""DRAMATIC ARTS""",Lewis Iselin,1954,GEORGE W. WINGATE HS - K,BROOKLYN,"BRONZE, CAST"
SITUATIONS WITH THEM,Liliana Porter,2007,P.S./I.S. 210 - MANHATTAN,MANHATTAN,
UNTITLED,Lily Geltman,1963,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
FOREST,Lily Geltman,,P.S. 214 - BRONX,BRONX,COLLAGE
FOREST,Lily Geltman,,P.S. 214 - BRONX,BRONX,WATERCOLOR
UNTITLED LANDSCAPE,Lily Geltman,,P.S. 214 - BRONX,BRONX,WATERCOLOR
UNTITLED LANDSCAPE,Lily Geltman,,P.S. 214 - BRONX,BRONX,COLLAGE
"FREEDOM OF THE AIR, EARTH AND SEA",Lloyd Goff,,P.S. 104/P.S. 185 ANNEX-K,BROOKLYN,WATERCOLOR
CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533 ( COLORED),Lloyd Goff,,OSSS / DSF - QUEENS,QUEENS,TO BE DETERMINED
CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533- (NO COLOR),Lloyd Goff,,OSSS / DSF - QUEENS,QUEENS,TO BE DETERMINED
CONVERSAZIONE,Lorenzo Bonechi,1986,P.S. 11 - MANHATTAN,MANHATTAN,ETCHING
"CARTELLA CONVERSATIONE, CARTELLA GIOCO DELLA PALLA, CARTELLA SAN FRANCISCO",Lorenzo Bonechi,1986,TERENCE D. TOLBERT EDUCATION COMPLEX - MANHATTAN,MANHATTAN,"ETCHING, COLOR"
THROUGH OUR EYES: A SENSE OF PLACE,Lori Nozick,,P.S. 88 - QUEENS,QUEENS,ACRYLIC ON WOOD
THROUGH OUR EYES: A SENSE OF PLACE,Lori Nozick,,P.S. 88 - QUEENS,QUEENS,STEEL
THROUGH OUR EYES: A SENSE OF PLACE,Lori Nozick,,P.S. 88 - QUEENS,QUEENS,PLYWOOD
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,COPPER
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,"LIGHT, ELECTRICAL"
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,GLASS
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,"BRONZE, CAST"
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,"ALUMINUM, CAST"
LUCE ET VITA UNIVERSAE,Lori Nozick,2005,P.S. 58 - STATEN ISLAND,STATEN ISLAND,"ALUMINUM, SHEET"
"1. ""MEMORY""  2. ""THE BARBEQUE""  3. ""MY MOTHER""  4. ""FRAGMENTS""",Lorie Novak,1983,P.S. 57 - BRONX,BRONX,PHOTOGRAPH
UNTITLED,Louis Berneker,1928,P.S. 333 - BRONX,BRONX,TO BE DETERMINED
FRIDAY ON ORCHARD STREET,Louis Breslow,1940,FORT HAMILTON HS - K,BROOKLYN,"WOODCUT, COLOR"
HERE COMES THE PARADE,Louis Breslow,1940,FORT HAMILTON HS - K,BROOKLYN,LINOLEUM CUT
HERE COMES THE PARADE,Louis Breslow,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
"""THE BATHERS""",Louis Eilshemius,1920,ABRAHAM LINCOLN HS - K,BROOKLYN,OIL ON MASONITE
COSMIC DAY OF LIFE,Louis Ferstadt,,OSSS / DSF - QUEENS,QUEENS,OIL ON MASONITE
MANHATTAN BRIDGE,Louis Lozowick,1934,BROOKLYN TECH HS - K,BROOKLYN,LITHOGRAPH
SUBWAY STATION,Louis Lozowick,1936,FLUSHING HS - Q,QUEENS,LITHOGRAPH
FIRST AVENUE MARKET,Louis Lozowick,1934,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,LITHOGRAPH
O HIGGINS' TEAM,Louis Lozowick,1939,FLUSHING HS - Q,QUEENS,LITHOGRAPH
HEAVY CORN COLORED SILK DRESS OF 1780 -1790,Louis Maldarelli,1937,FLUSHING HS - Q,QUEENS,GRAPHITE
HEAVY CORN COLORED SILK DRESS OF 1780 -1790,Louis Maldarelli,1937,FLUSHING HS - Q,QUEENS,WATERCOLOR
"""MUSIC""",Louis Schanker,1940,MIDWOOD HS - K,BROOKLYN,TEMPERA ON MASONITE
WALTER B. GUNNISON MEMORIAL WINDOW,Louis Tiffany,1919,ERASMUS HALL CAMPUS - K,BROOKLYN,STAINED GLASS
CUM ROBUSTO PERFECTUS,Louis Tiffany,,BOYS HS (OLD) - K,BROOKLYN,STAINED GLASS
"MEMORIAL TO CALVIN PATTERSON, 1847-1902",Louis Tiffany,1902,ADULT LRNG CTR (OLD GRLS HS) - K,BROOKLYN,STAINED GLASS
THE BIG WAVE-NOT A SUPERHERO- IN THE OCEAN OF LANGUAGE,Luca Buvoli,2004,P.S. 253 - QUEENS,QUEENS,
